name,discipline,address,city,area,phone,email,website,rating,reviews_count,source,scraped_at
HSKD Martial Arts Academy,"Karate, Taekwondo, Martial Arts",LLFPM - Nad Al Sheba - Dubai - United Arab Emirates,Dubai,Dubai,+971 58 527 2831,info@hskd-academy.com,https://hskd-academy.ae/,4.8,8,google_maps,2026-03-13T01:02:58.365783+00:00
Heroes Academy,"BJJ, MMA, Muay Thai, Kickboxing, Wrestling, Karate, Judo, Taekwondo, Martial Arts",Al Maeda Compound Warehouse 11 - 2 75 Street - Dubai Investment Park Second - Dubai - United Arab Emirates,Dubai,Dubai,+971 58 583 6980,info@heroesacademy.ae,http://heroesacademy.ae/,5.0,69,google_maps,2026-03-12T12:50:45.311400+00:00
I F K Karate Center Branch - Dubailand Residence,"Karate, Taekwondo, Martial Arts",Ajmal Sarah - Wadi Al Safa 5 - Dubai - United Arab Emirates,Dubai,Dubai,+971 52 632 3011,ifkkarateuae@gmail.com,http://ifkuae.net/,4.9,12,google_maps,2026-03-13T01:00:14.836385+00:00
IKO Kyokushinkai-Kan Karate Dubai Dojo,"Karate, Taekwondo, Martial Arts",Al Qouz Third - Al Quoz - Dubai - United Arab Emirates,Dubai,Dubai,+971 55 536 6647,,http://www.kyokushin-dubai.com/,5.0,13,google_maps,2026-03-13T01:00:20.873208+00:00
IMRAN ABBAS FITNESS GYM (BR).,"Kickboxing, Karate, Taekwondo, Martial Arts",Sheikh Zayed Rd - Al Wasl - Dubai - United Arab Emirates,Dubai,Dubai,+971 56 276 0908,abc@xyz.com; imranabbasfytnessgym@gmail.com,https://deals4fit.com/,4.9,115,google_maps,2026-03-12T21:10:29.282635+00:00
Ikehara - Jiu Jitsu self defense Academy Dubai,"BJJ, MMA, Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts","UB3, Daytona House - Detroit Rd - Dubai Motor City - Dubai - United Arab Emirates",Dubai,Dubai,+17026100638,,http://instagram.com/ikhracademy,5.0,41,google_maps,2026-03-12T12:49:35.029096+00:00
Imran Abbas Fitness GYM,"Kickboxing, Karate, Taekwondo, Martial Arts",Toyota Building - Al Safa St - Al Wasl - Dubai - United Arab Emirates,Dubai,Dubai,+971 56 276 0908,abc@xyz.com; imranabbasfytnessgym@gmail.com,http://www.deals4fit.com/,4.9,202,google_maps,2026-03-12T21:08:46.518355+00:00
Iron Street Gym | Fitness Center - Dubai,Kickboxing,Marrakech St - Al Garhoud - Dubai - United Arab Emirates,Dubai,Dubai,+97145486007,,http://ironstreet.ae/,4.2,97,google_maps,2026-03-12T21:09:52.140611+00:00
Jean Jacques Machado Jiu Jitsu Dubai,"BJJ, MMA, Karate, Judo, Taekwondo, Martial Arts",Bin Meshar Building - Hessa St - Al Barsha Third - Al Barsha - Dubai - United Arab Emirates,Dubai,Dubai,+97142249019,,,5.0,13,google_maps,2026-03-12T12:49:28.458621+00:00
Jesters Jiu Jitsu,"BJJ, Taekwondo, Martial Arts",2 6A Street - Al Qouz Ind.third - Al Quoz - Dubai - United Arab Emirates,Dubai,Dubai,+971 52 645 1141,info@jestersjiujitsu.com; example@mysite.com,http://www.jestersjiujitsu.com/,5.0,23,google_maps,2026-03-12T12:49:49.602806+00:00
Job Offer,Judo,201 Naif Rd - Al Murar - Dubai - United Arab Emirates,Dubai,Dubai,+971 50 917 2429,,,5.0,1,google_maps,2026-03-13T02:28:36.561182+00:00
Jska karate center al warqa'a,"Karate, Taekwondo, Martial Arts",primus school road - Al Warqa - al warqa'a 1 - Dubai - United Arab Emirates,Dubai,Dubai,+971 56 602 0741,,,5.0,5,google_maps,2026-03-13T01:02:21.666498+00:00
Judo Taekwondo,"Judo, Taekwondo, Martial Arts",97 Algeria St - Mirdif - Dubai - United Arab Emirates,Dubai,Dubai,+97142503222,info@palmssports.com,http://palmssports.com/,5.0,1,google_maps,2026-03-13T02:29:03.041506+00:00
KO8 Fitness DXB,"Muay Thai, Kickboxing, Boxing, Karate, Taekwondo, Martial Arts",Dusit Princess Residences - Dubai Marina - Building Al Emreef St - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,Dubai,Dubai,+971 56 399 5868,info@ko8.fitness; dxb@ko8.fitness,http://studio.ko8.fitness/,4.9,180,google_maps,2026-03-12T14:29:11.572990+00:00
Karama GYM,"Muay Thai, Boxing, Karate, Taekwondo, Martial Arts",D Block، karama Center - 5th Floor - Kuwait St - Al Karama - Dubai - United Arab Emirates,Dubai,Dubai,+971 56 226 0437,info@martialartdxb.com,https://martialartdxb.com/,4.6,52,google_maps,2026-03-12T14:30:30.446896+00:00
"Kickboxing Pro Academy - Al Nahda-2, Dubai","Kickboxing, Boxing, Karate",Ananas Building - 201 - next to pond park - Al Nahda Second - Dubai - United Arab Emirates,Dubai,Dubai,+971 56 358 3722,,,5.0,6,google_maps,2026-03-12T21:09:50.538163+00:00
Knight's GYM by Knight Shot,Boxing,"F floor -Roof Top, Armada hotel - First Al Khail St - Al Barsha First - Al Barsha - Dubai - United Arab Emirates",Dubai,Dubai,+971 50 533 9479,,https://knightshot.com/,4.6,70,google_maps,2026-03-12T22:36:16.036265+00:00
KoCrossBox Gym Dubai,"BJJ, MMA, Muay Thai, Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts",Al Raiha St - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,Dubai,Dubai,+971 50 963 6126,info@kocrossboxdubai.com,https://kocrossboxgym.ae/membership/,4.3,59,google_maps,2026-03-12T12:50:42.029714+00:00
Krav Maga Dubai Training Center,"BJJ, MMA, Kickboxing, Karate, Taekwondo, Martial Arts",Al Salam Martial Arts - 4th St - Al Qouz Ind.third - Al Quoz - Dubai - United Arab Emirates,Dubai,Dubai,+971 50 343 1832,info@kravmagamiddleast.com,http://www.kravmagamiddleast.com/,5.0,45,google_maps,2026-03-12T12:49:48.011278+00:00
LEAD Academy - Business Bay,"Muay Thai, Kickboxing, Boxing, Karate, Taekwondo, Martial Arts","Safeer and Avanti - Capital Bay by Damac backside area, shop Ra6 facing park Paid parking available - in front of Capital Bay Towers - Dubai - United Arab Emirates",Dubai,Dubai,+971 55 841 5988,info@leadfit.ae,https://leadfit.ae/,5.0,113,google_maps,2026-03-12T14:30:20.392774+00:00
Lehadus Boxing,"Muay Thai, Kickboxing, Boxing, Martial Arts",Jumeira 3 Al Wasl Road - Al Bailee Street - Dubai - United Arab Emirates,Dubai,Dubai,+971 55 866 0771,,https://fitboxgymdubai.com/,5.0,28,google_maps,2026-03-12T14:31:43.287594+00:00
Level Up Gyms (lvlup Gym) - Gymnastics & Sports Centre in Dubai,"BJJ, Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts","Dubai Production City (IMPZ Ali Al Hashemi Building, Ground Floor - Dubai - United Arab Emirates",Dubai,Dubai,+97145762333,info@lvlupgyms.com,https://www.lvlupgyms.com/,4.5,299,google_maps,2026-03-12T12:50:22.321595+00:00
Leverage Star Boxing Club,"Kickboxing, Boxing, Taekwondo, Martial Arts","First Floor, Blue Wave Tower - Office 9 - Al Ain - Dubai Rd - Wadi Al Safa 5 - Dubai - United Arab Emirates",Dubai,Dubai,+971 52 745 0997,,https://www.instagram.com/leverage_star_boxing_club?igsh=YXd3OWdxOXR6a3R0,4.9,29,google_maps,2026-03-12T21:09:20.766161+00:00
Lions Academy for Training,"Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts","Al Tayer Building, Door - M01 Same Building of Delhi Darbar Restaurant Near Karama Park - Al Karama - Dubai - United Arab Emirates",Dubai,Dubai,+971 54 272 2729,,https://lionskarateuae.com/,4.9,60,google_maps,2026-03-12T21:09:55.359439+00:00
MMA Live Gym Dubai,"BJJ, MMA, Muay Thai, Kickboxing, Boxing, Karate, Taekwondo, Martial Arts",Al Boom - Tourist Village - Dubai - United Arab Emirates,Dubai,Dubai,+971 56 996 8088,mmalivegym@gmail.com; mmalive.gymdubai@gmail.com,https://mmalive.com/,4.8,23,google_maps,2026-03-12T12:49:59.366724+00:00
Matrix Martial Arts,"BJJ, MMA, Kickboxing, Karate, Judo, Taekwondo, Martial Arts",KIA Flagship Office - Building G04 Sheikh Zayed Rd - Al Qouz First - Al Quoz - Dubai - United Arab Emirates,Dubai,Dubai,+971 58 667 1200,,http://www.matrixmartialart.com/,5.0,44,google_maps,2026-03-12T12:50:04.338238+00:00
Max Burn Gym,"Boxing, Karate, Taekwondo, Martial Arts","Al Quoz 3, Street 4, Warehouse #10 - Dubai - United Arab Emirates",Dubai,Dubai,+97142322876,,,4.4,159,google_maps,2026-03-12T22:35:52.624993+00:00
Middle East Karate Academy - Al Quoz,"Karate, Taekwondo, Martial Arts",Al Qouz Fourth - Al Quoz - Dubai - United Arab Emirates,Dubai,Dubai,+971 50 521 3362,,http://www.facebook.com/mekarateacademy,4.3,16,google_maps,2026-03-13T01:00:43.487016+00:00
Moo Duk Taekwondo @ Al Barari,"Taekwondo, Martial Arts",Wadi Al Safa 3 - Al Barari - Dubai - United Arab Emirates,Dubai,Dubai,+971 56 900 0833,,https://www.mooduktkd.com/,,,google_maps,2026-03-13T04:01:26.481539+00:00
Muaythai Lions,"Muay Thai, Boxing, Karate, Taekwondo, Martial Arts",Arjan - Al Barsha South Third - Al Barsha - Dubai - United Arab Emirates,Dubai,Dubai,+971 55 536 6647,,http://www.kyokushin-dubai.com/,5.0,3,google_maps,2026-03-12T14:30:02.634015+00:00
Muaythai boxing T,Boxing,Dubai Mall - Sheikh Mohammed bin Rashid Blvd - Burj Khalifa - Downtown Dubai - Dubai - United Arab Emirates,Dubai,Dubai,+971 52 593 8411,info@amfitpro.com,http://www.amfitpro.com/,5.0,1,google_maps,2026-03-12T22:36:47.991422+00:00
Muscle Mania Fitness Gym LLC,"Kickboxing, Boxing, Karate, Taekwondo, Martial Arts",M floor - Building 68 Al Maktoum Rd - near Deira Clocktower - Al Muraqqabat - Al Rigga - Dubai - United Arab Emirates,Dubai,Dubai,+971 50 900 6435,jacson767@gmail.com; info@musclemaniafitness.com; contact56@zacsion.com,http://www.musclemaniafitness.com/,4.9,445,google_maps,2026-03-12T21:09:56.957911+00:00
New Cityman Fitness Gym,"Kickboxing, Boxing",21st St - Al Bada' - Dubai - United Arab Emirates,Dubai,Dubai,+97144579986,,,4.9,292,google_maps,2026-03-12T21:10:22.011729+00:00
Nova Fit Gym,"Boxing, Taekwondo, Martial Arts",56XX+RH4 - Al Wasl - Dubai - United Arab Emirates,Dubai,Dubai,+97143356682,,http://novafitdubai.com/,4.9,39,google_maps,2026-03-12T22:34:20.595377+00:00
OlympX Chess Dubai,Judo,OlympX Chess Center Dubai Kia Flagship Building - Office G22 - Sheikh Zayed Rd - Dubai - United Arab Emirates,Dubai,Dubai,+971 50 691 9722,,,4.8,11,google_maps,2026-03-13T02:28:06.643125+00:00
OlympX Martial Arts Club,"BJJ, MMA, Kickboxing, Karate, Judo, Taekwondo, Martial Arts",Kia Flagship Office G31 - Dubai - United Arab Emirates,Dubai,Dubai,+971 50 691 9722,,https://www.uaekungfu.com/,5.0,9,google_maps,2026-03-12T12:50:28.885929+00:00
Optimal Boxing,Boxing,Building 4 - Dubai Studio City - Dubai - United Arab Emirates,Dubai,Dubai,+971 56 808 2386,info@optimalfitness.ae,https://promo.optimalfitness.ae/optimal-boxing/,5.0,9,google_maps,2026-03-12T22:35:47.775671+00:00
"PREMIER MARTIAL ARTS DUBAI (Ibn Battuta, Discovery Gardens)","Kickboxing, Karate, Taekwondo, Martial Arts",Ibn Battuta Gate Building - 503A 5th Floor - Jebel Ali Village - Dubai - United Arab Emirates,Dubai,Dubai,+971 52 954 0022,,,5.0,158,google_maps,2026-03-12T21:09:27.278850+00:00
Palm Jiu Jitsu Studio,"BJJ, MMA, Kickboxing, Boxing, Karate, Judo, Taekwondo",West beach - Palm Jumeirah Rd - The Palm Jumeirah - Dubai - United Arab Emirates,Dubai,Dubai,+971 55 808 5022,,https://www.palmjs.com/,5.0,25,google_maps,2026-03-12T12:49:31.701811+00:00
Palms Sports Jiu Jitsu and Body Fitness,"BJJ, MMA, Judo, Taekwondo, Martial Arts",6CFG+4HQ - Mirdif - Dubai - United Arab Emirates,Dubai,Dubai,+97142503222,info@palmssports.com,http://palmssports.com/,4.4,7,google_maps,2026-03-12T12:51:06.475793+00:00
Personal trainer dubai,"Muay Thai, Kickboxing, Boxing, Judo, Taekwondo, Martial Arts",Two tower - loading bay - Barsha Heights - Dubai - United Arab Emirates,Dubai,Dubai,+971 56 197 7177,,,5.0,24,google_maps,2026-03-12T14:30:52.824903+00:00
Phoenix Black Belt Academy,"BJJ, MMA, Muay Thai, Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts",Bldg. 14 - Street 25 - Al Qouz Ind.fourth - Dubai - United Arab Emirates,Dubai,Dubai,+971 50 765 2502,info@martialartsdubai.com; phoenixtkdacademy@gmail.com,http://martialartsdubai.com/,4.8,119,google_maps,2026-03-12T12:49:57.720678+00:00
PowerFour Sports Academy,"Kickboxing, Boxing, Taekwondo, Martial Arts",Ibn Battuta Gate - Unit 109 1st Floor - Jebel Ali Village - Dubai - United Arab Emirates,Dubai,Dubai,+971 50 182 0898,powerfour2023@gmail.com,https://powerfourfitness.com/,5.0,96,google_maps,2026-03-12T21:09:19.166372+00:00
Professional Muay Thai & Boxing Coach - Personal Trainer,"Muay Thai, Kickboxing, Boxing, Judo, Taekwondo, Martial Arts",Shatha Tower - 9th Floor - Al Sufouh - Dubai Internet City - Dubai - United Arab Emirates,Dubai,Dubai,+971 52 167 9096,,https://www.instagram.com/elfrederik?igsh=cW5xemNhY3VtaWxv&utm_source=qr,5.0,9,google_maps,2026-03-12T14:30:09.901528+00:00
ReStart Fitness Center & Gym,"Kickboxing, Boxing, Karate, Taekwondo, Martial Arts",18 Kuwait St - Al Raffa - Dubai - United Arab Emirates,Dubai,Dubai,+971 56 873 9633,,https://studio14.ae/,4.8,355,google_maps,2026-03-12T21:09:30.507492+00:00
Reform Athletica Jumeirah,"Kickboxing, Martial Arts",Villa 40 - 165a Jumeira St - next to Mercato Mall - Jumeirah - Jumeirah 1 - Dubai - United Arab Emirates,Dubai,Dubai,+97143233670,info@reformathletica.com,http://www.reformathletica.com/,4.4,115,google_maps,2026-03-12T21:09:53.750573+00:00
Renzo Gracie Dubai,"BJJ, MMA, Muay Thai, Kickboxing, Karate, Judo, Taekwondo, Martial Arts",Al Qouz Ind.fourth - Al Quoz - Dubai - United Arab Emirates,Dubai,Dubai,+97142669145,info@renzogracie.ae; info@renzograciedubai.ae,https://renzograciedubai.ae/,4.9,63,google_maps,2026-03-12T12:49:21.995817+00:00
Renzo Gracie MMA Dubai,"BJJ, MMA, Muay Thai, Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts",17B St - Al Qouz Ind.third - Al Quoz - Dubai - United Arab Emirates,Dubai,Dubai,+971 56 666 9791,,https://www.renzogracieuae.com/,5.0,384,google_maps,2026-03-12T12:49:25.252870+00:00
Rika sports academy,Judo,Amity university - Al Rowaiyah First - Academic City - Dubai - United Arab Emirates,Dubai,Dubai,+971 56 508 8668,info@rikasportsacademy.com,https://rikasportsacademy.com/?fbclid=PAZXh0bgNhZW0CMTEAAaaZnMJJWulZbyWojJjiDWB4BKBp4_Kv2GCqHsqFD9d0dkIrBabpidquMWA_aem_FNAaIvZR_vANmo4nDg01Dw,4.8,23,google_maps,2026-03-13T02:27:42.978790+00:00
Rossi Team Dojo,"BJJ, Kickboxing, Karate, Judo, Taekwondo, Martial Arts",Garhoud Community 4th floor - Dubai - United Arab Emirates,Dubai,Dubai,+971 56 267 1372,,http://www.rossiteamacademy.com/,5.0,9,google_maps,2026-03-12T12:50:38.706917+00:00
Royal Arsenal Martial Arts Academy,"Kickboxing, Karate, Taekwondo, Martial Arts","107, 1st Floor, Al Jawhara Building (Next to ADCB Bank), Before Life Pharmacy - Khalid Bin Al Waleed Rd - Dubai - United Arab Emirates",Dubai,Dubai,+971 56 891 0323,contact@royalarsenal.club; info@rama-uae.com,http://www.royalarsenal.club/,4.8,644,google_maps,2026-03-12T21:10:27.545241+00:00
SIAS Dubai Gym: Self Defense & Martial Arts Academy By Sargis Bazinyan,"BJJ, MMA, Muay Thai, Kickboxing, Boxing, Wrestling, Karate, Taekwondo, Martial Arts",317 Al Awir Road - Nadd Al Hamar - Dubai - United Arab Emirates,Dubai,Dubai,+971 50 750 3003,info@sias-dubai.com,https://www.sias-dubai.com/,4.7,48,google_maps,2026-03-12T12:50:07.657997+00:00
STAR GYM SATWA - Best gym,Boxing,opposite Satwa Bus Stand 23 - Al Satwa - Dubai - United Arab Emirates,Dubai,Dubai,+971 55 177 4983,info@star-gym.net,https://star-gym.net/,4.8,630,google_maps,2026-03-12T22:35:50.981889+00:00
Sensei’s Martial Arts Club,"BJJ, MMA, Muay Thai, Kickboxing, Karate, Judo, Taekwondo, Martial Arts",148 Abu Baker Al Siddique St - Al Muraqqabat - Deira - Dubai - United Arab Emirates,Dubai,Dubai,+971 50 362 9958,info@unitedkarategroup.com,https://www.unitedkarategroup.com/,5.0,9,google_maps,2026-03-12T12:51:01.623144+00:00
Shahzad47s,"Muay Thai, Kickboxing, Boxing, Karate, Taekwondo, Martial Arts",Al Satwa - Dubai - United Arab Emirates,Dubai,Dubai,+971 50 464 5037,,,5.0,1,google_maps,2026-03-12T14:30:00.836753+00:00
Shaolin Kung Fu - Dubai,"BJJ, MMA, Muay Thai, Kickboxing, Karate, Judo, Taekwondo, Martial Arts",Sports Hall - Dubai British School، E21 Street - Emirates Hills - الفجيرة - United Arab Emirates,Dubai,Dubai,+971 50 573 5482,example@mysite.com; uaeshaolin@gmail.com,http://www.shaolin.ae/,4.7,47,google_maps,2026-03-12T12:50:10.935893+00:00
Sharjah Sports Club,Judo,University City Rd - Industrial Areas - Industrial Area - Sharjah - United Arab Emirates,Dubai,Sharjah,+97165421555,,http://www.sharjahclub.ae/,4.4,759,google_maps,2026-03-13T02:28:21.421229+00:00
Spartans Boxing Club Town Square,"Kickboxing, Boxing, Karate, Martial Arts","Rawda, Central Park Town Square - Unit 10 - Al Yalayis 2 - Dubai - United Arab Emirates",Dubai,Dubai,+971 52 524 2559,townsquare@spartansboxing.com,https://spartansboxing.com/townsquare/,5.0,93,google_maps,2026-03-12T21:08:38.395075+00:00
Streetwise DXB - Self Defence,BJJ,Dubai Investment Park First - Dubai - United Arab Emirates,Dubai,Dubai,+971 58 174 4979,,https://streetwisedxb.com/,,,google_maps,2026-03-12T12:50:55.115894+00:00
Studio 100 Jiu Jitsu Motor City,"BJJ, MMA, Muay Thai, Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts","Studio 201, Kojak Building - 203 Detroit Rd - above Arab Bank - Al Hebiah First - Dubai Motor City - Dubai - United Arab Emirates",Dubai,Dubai,+971 58 541 6838,,https://www.studio100bjj.com/,4.7,167,google_maps,2026-03-12T12:49:12.135157+00:00
TAO Jiu-Jitsu Academy,"BJJ, MMA, Muay Thai, Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts",The offices by Archetype - Dubai - United Arab Emirates,Dubai,Dubai,+971 50 438 9471,office@taojiujitsu.ae,https://taojiujitsu.ae/,4.9,54,google_maps,2026-03-12T12:49:18.700323+00:00
TEEP Muay Thai,Muay Thai,Junction Mall Dubai Investment park 1 - Dubai - United Arab Emirates,Dubai,Dubai,+971 54 221 4046,example@mail.com; teepgym@gmail.com; ahasanbetopia57@gmail.com,https://teepmt.com/,5.0,12,google_maps,2026-03-12T14:28:16.565046+00:00
TKMMAFIT,"BJJ, MMA, Muay Thai, Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts",Al Shatha Tower - 9th - Al Sufouh - Dubai Media City - Dubai - United Arab Emirates,Dubai,Dubai,+97145641922,info@tkmmafit.com,https://tkmmafit.com/,4.5,610,google_maps,2026-03-12T12:50:19.051952+00:00
TRIPL3 MMA,"BJJ, MMA, Muay Thai, Kickboxing, Boxing, Wrestling, Karate, Judo, Taekwondo, Martial Arts",Mazaya Business Avenue - Tower AA1 - GROUNDFLOOR - UNIT 1B+1C - First Al Khail St - Jumeirah Lakes Towers - Dubai - United Arab Emirates,Dubai,Dubai,+97143534385,info@tripl3mma.com,https://www.tripl3mma.com/,5.0,335,google_maps,2026-03-12T12:49:20.344114+00:00
Team Nogueira Dubai,"BJJ, MMA, Muay Thai, Kickboxing, Boxing, Wrestling, Karate, Judo, Taekwondo, Martial Arts","Al Ghurair Ware House, Sheikh Zayed Road,EXIT 46,Al Quoz Industrial Area 3 - behind THE NEW AUDI SHOWROOM - Dubai - United Arab Emirates",Dubai,Dubai,+97143388967,info@teamnogueiradubai.com,http://teamnogueiradubai.com/,4.7,661,google_maps,2026-03-12T12:49:23.654983+00:00
Team Zone 10,"BJJ, Kickboxing, Boxing, Judo, Taekwondo, Martial Arts",366P+3X6 - Al Barsha South Third - Al Barsha - Dubai - United Arab Emirates,Dubai,Dubai,+971 50 827 2111,info@teamzone10.net,https://teamzone10.net/,5.0,64,google_maps,2026-03-12T12:50:40.372411+00:00
The Champion Club,"BJJ, MMA, Muay Thai, Kickboxing, Boxing, Wrestling, Karate, Judo, Taekwondo, Martial Arts",Icon Towers 2 - Cluster L - Al Thanyah Fifth - Jumeirah Lakes Towers - Dubai - United Arab Emirates,Dubai,Dubai,+97144474980,,,4.5,125,google_maps,2026-03-12T12:50:09.318424+00:00
The Forge Gym x Roger Gracie Dubai Academy,"BJJ, MMA, Muay Thai, Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts",API Business Suites - 321 Sheikh Zayed Rd - Al Barsha First - Al Barsha - Dubai - United Arab Emirates,Dubai,Dubai,+971 56 550 0234,fitmax@gmail.com; info@rogergraciedubai.com; sales@rogergraciedubai.com,http://www.rogergraciedubai.com/,4.9,88,google_maps,2026-03-12T12:49:17.045031+00:00
The Warrior Academy,"BJJ, MMA, Muay Thai, Kickboxing, Boxing, Wrestling, Karate, Judo, Taekwondo, Martial Arts",The Warrior Academy - Office M16 - 1 15A St - Al Qouz Ind.first - Al Quoz - Dubai - United Arab Emirates,Dubai,Dubai,+971 58 542 4089,,https://warrioracademy.ae/class-times/dubai-al-quoz-class-times/?utm_source=localmaps&utm_medium=gmb&utm_campaign=Al-Joud-Center,4.9,1020,google_maps,2026-03-12T12:49:43.094194+00:00
The Warrior Academy Dubai,"BJJ, MMA, Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts",Orion building Shop 5 - Al Barsha South - Dubai - United Arab Emirates,Dubai,Dubai,+971 55 712 4038,,https://warrioracademy.ae/class-times/dubai-arjan-class-times/?utm_source=localmaps&utm_medium=gmb&utm_campaign=Arjan,4.9,307,google_maps,2026-03-12T12:49:38.255422+00:00
Traditional Martial Arts & Fitness,"Muay Thai, Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts",Green Land Co. LLC - Al Mozna Building - 105 Al Doha St - Al Qusais - Al Qusais 1 - Dubai - United Arab Emirates,Dubai,Dubai,+971 55 243 4373,info@karatekid.com,https://karatekiduae.com/,4.8,287,google_maps,2026-03-12T14:30:08.132008+00:00
Tsuna Jiu Jitsu,"BJJ, Karate, Judo, Taekwondo, Martial Arts","Goshi Warehouse City, Warehouse 119 - Al Qouz Ind.third - Dubai - United Arab Emirates",Dubai,Dubai,+971 58 587 8119,example@mysite.com,https://tsunajj.com/,5.0,25,google_maps,2026-03-12T12:49:30.050942+00:00
UAE AIKIKAI AIKIDO - Al Nasr,"Karate, Judo, Taekwondo, Martial Arts",Al Nasser Club - 10th St - Oud Metha - Dubai - United Arab Emirates,Dubai,Dubai,+971 50 552 8078,,http://www.uaeaikido.com/,5.0,13,google_maps,2026-03-13T01:00:40.470967+00:00
UAE ITF TAEKWONDO - DUBAI - JUMEIRA 1,"Karate, Taekwondo, Martial Arts",The Ballet Center - Villah #64 - 16C St - Jumeirah 1 - Dubai - United Arab Emirates,Dubai,Dubai,+97143449776,,http://www.balletcentredubai.com/,4.6,5,google_maps,2026-03-13T01:02:31.208217+00:00
UAE Karate Federation,"Karate, Taekwondo, Martial Arts",79P7+CJM - Amman St - Al Nahda First - Al Qusais 1 - Dubai - United Arab Emirates,Dubai,Dubai,+97142393223,,http://www.uaekaratefederation.ae/,4.5,24,google_maps,2026-03-13T01:00:37.515105+00:00
UFC GYM - Business Bay | Bay Square,"BJJ, MMA, Muay Thai, Kickboxing, Boxing, Karate, Taekwondo, Martial Arts",P Floor - Building 1 Al Asayel St - Dubai - United Arab Emirates,Dubai,Dubai,+97142230708,,https://www.ufcgym.me/landing/uae-form,4.5,875,google_maps,2026-03-12T12:50:32.208239+00:00
United Karate Sports Centre,"Karate, Taekwondo, Martial Arts",68Q3+FVC - 20B St - Al Karama - Dubai - United Arab Emirates,Dubai,Dubai,+971 50 624 6393,info@unitedkarategroup.com,https://unitedkarategroup.com/,4.7,14,google_maps,2026-03-13T01:01:54.025195+00:00
United Kickboxing Academy - Al Quoz,"Kickboxing, Boxing, Karate, Taekwondo, Martial Arts",Just Play Sports Complex - 15A St - Al Qouz Ind.first - Al Quoz - Dubai - United Arab Emirates,Dubai,Dubai,+971 55 427 2200,info@indiantypefoundry.com,http://www.unitedkickboxingacademy.com/,5.0,18,google_maps,2026-03-12T21:07:49.467313+00:00
Universal Martial Arts Academy,"BJJ, MMA, Muay Thai, Kickboxing, Boxing, Wrestling, Karate, Judo, Taekwondo, Martial Arts",Lynx Tower 205 Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates,Dubai,Dubai,+971 55 214 4199,hello@quadlayers.com,http://www.allinoneclub.org/,5.0,135,google_maps,2026-03-12T12:50:05.999247+00:00
Universal Martial Arts Academy (Apple Branch),"BJJ, MMA, Muay Thai, Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts",Al Qusais - Al QusaisAl Qusais 1 - Dubai - United Arab Emirates,Dubai,Dubai,+971 55 214 4199,hello@quadlayers.com,http://www.allinoneclub.org/,5.0,23,google_maps,2026-03-12T12:50:59.966911+00:00
Universal Martial Arts Academy Karama,"BJJ, MMA, Muay Thai, Karate, Judo",66 10D St - Al Karama - Dubai - United Arab Emirates,Dubai,Dubai,+971 55 214 4199,hello@quadlayers.com; info@allinoneclub.org,http://allinoneclub.org/,4.5,4,google_maps,2026-03-12T12:51:08.095475+00:00
WE FIT TOGETHER,"Kickboxing, Boxing",oval tower - Al Khaleej Al Tejari 2 street - 1st floor - Business Bay - Dubai - United Arab Emirates,Dubai,Dubai,+971 56 353 5084,,http://wefitdubai.com/,4.8,467,google_maps,2026-03-12T21:09:48.930329+00:00
WTTU Moo Duk Taekwondo,"BJJ, MMA, Boxing, Karate, Judo, Taekwondo, Martial Arts",675H+RC6 - Zaa'beel Second - DIFC - Dubai - United Arab Emirates,Dubai,Dubai,+971 58 551 3311,,http://www.mooduktkd.com/,4.9,62,google_maps,2026-03-12T12:50:15.843057+00:00
Wellfit JVC,"BJJ, MMA, Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts",Circle Mall - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates,Dubai,Dubai,,,https://www.wellfit.me/,4.7,3098,google_maps,2026-03-12T12:50:50.304942+00:00
Wellfit Sport Society Mirdif,"BJJ, Kickboxing, Boxing, Judo, Taekwondo, Martial Arts",Mirdif - Dubai - United Arab Emirates,Dubai,Dubai,,info@wellfit.me,https://wellfit.me/en/sport-society-mirdif/,4.9,346,google_maps,2026-03-12T12:50:35.498272+00:00
